epoch,step,success_rate,train_loss_epoch,train_loss_step,valid_loss
0,49,,,132.89508056640625,
0,99,,,95.35466766357422,
0,149,,,85.08501434326172,
0,199,,,77.44477844238281,
0,249,,,72.24714660644531,
0,299,,,68.66294860839844,
0,349,,,65.00528717041016,
0,399,,,62.11562728881836,
0,449,,,60.5117301940918,
0,499,,,58.630859375,
0,549,,,56.91596221923828,
0,599,,,54.16336441040039,
0,649,,,54.15198516845703,
0,699,,,52.643714904785156,
0,749,,,50.85185241699219,
0,799,,,49.79835510253906,
0,849,,,47.63954544067383,
0,899,,,45.86294937133789,
0,949,,,46.073692321777344,
0,999,,,46.7062873840332,
0,1049,,,45.23750305175781,
0,1099,,,44.67161560058594,
0,1149,,,43.54574966430664,
0,1199,,,41.077064514160156,
0,1242,0.0,,,41.04004669189453
0,1242,,71.59474182128906,,
1,1249,,,41.068111419677734,
1,1299,,,39.973838806152344,
1,1349,,,38.36506652832031,
1,1399,,,38.387603759765625,
1,1449,,,37.324729919433594,
1,1499,,,36.80443572998047,
1,1549,,,36.08436584472656,
1,1599,,,36.04021453857422,
1,1649,,,34.5019645690918,
1,1699,,,33.82902908325195,
1,1749,,,35.89198684692383,
1,1799,,,33.986839294433594,
1,1849,,,33.815914154052734,
1,1899,,,32.508174896240234,
1,1949,,,32.617835998535156,
1,1999,,,33.284271240234375,
1,2049,,,32.591861724853516,
1,2099,,,32.141544342041016,
1,2149,,,30.309566497802734,
1,2199,,,29.318984985351562,
1,2249,,,30.21826171875,
1,2299,,,28.177656173706055,
1,2349,,,29.058353424072266,
1,2399,,,29.77241325378418,
1,2449,,,29.07124137878418,
1,2485,2.5136048861895688e-05,,,28.18857765197754
1,2485,,33.99541473388672,,
2,2499,,,29.236845016479492,
2,2549,,,28.233835220336914,
2,2599,,,27.28437042236328,
2,2649,,,28.51360321044922,
2,2699,,,27.00712013244629,
2,2749,,,27.511558532714844,
2,2799,,,26.905475616455078,
2,2849,,,26.050813674926758,
2,2899,,,25.031435012817383,
2,2949,,,26.497451782226562,
2,2999,,,25.975479125976562,
2,3049,,,26.007909774780273,
2,3099,,,25.093486785888672,
2,3149,,,24.38923454284668,
2,3199,,,24.72476577758789,
2,3249,,,25.706501007080078,
2,3299,,,25.645545959472656,
2,3349,,,24.84080696105957,
2,3399,,,24.021404266357422,
2,3449,,,23.71485137939453,
2,3499,,,24.140535354614258,
2,3549,,,23.220556259155273,
2,3599,,,23.994726181030273,
2,3649,,,23.167654037475586,
2,3699,,,24.771568298339844,
2,3728,3.7704074202338234e-05,,,22.767547607421875
2,3728,,25.764631271362305,,
3,3749,,,23.442119598388672,
3,3799,,,23.033565521240234,
3,3849,,,23.44695281982422,
3,3899,,,22.242630004882812,
3,3949,,,22.887638092041016,
3,3999,,,21.584686279296875,
3,4049,,,22.85820770263672,
3,4099,,,21.580501556396484,
3,4149,,,20.815473556518555,
3,4199,,,22.096271514892578,
3,4249,,,21.357927322387695,
3,4299,,,21.318078994750977,
3,4349,,,22.27252197265625,
3,4399,,,20.803813934326172,
3,4449,,,20.92450523376465,
3,4499,,,20.75725746154785,
3,4549,,,20.617244720458984,
3,4599,,,19.449647903442383,
3,4649,,,21.561532974243164,
3,4699,,,20.883560180664062,
3,4749,,,21.228830337524414,
3,4799,,,20.727272033691406,
3,4849,,,20.344562530517578,
3,4899,,,19.330894470214844,
3,4949,,,20.69449234008789,
3,4971,8.797617192612961e-05,,,19.720849990844727
3,4971,,21.795530319213867,,
4,4999,,,20.557037353515625,
4,5049,,,19.915363311767578,
4,5099,,,21.272216796875,
4,5149,,,19.49564552307129,
4,5199,,,19.801197052001953,
4,5249,,,18.786333084106445,
4,5299,,,19.223554611206055,
4,5349,,,19.453420639038086,
4,5399,,,19.665271759033203,
4,5449,,,18.423751831054688,
4,5499,,,19.098838806152344,
4,5549,,,20.655601501464844,
4,5599,,,20.4127254486084,
4,5649,,,18.983001708984375,
4,5699,,,18.650863647460938,
4,5749,,,20.064102172851562,
4,5799,,,18.786102294921875,
4,5849,,,19.428977966308594,
4,5899,,,19.3610897064209,
4,5949,,,20.296310424804688,
4,5999,,,18.716951370239258,
4,6049,,,17.75980567932129,
4,6099,,,18.55890464782715,
4,6149,,,18.80023956298828,
4,6199,,,17.877290725708008,
4,6214,3.7704074202338234e-05,,,25.958967208862305
4,6214,,19.41710090637207,,
5,6249,,,17.816200256347656,
5,6299,,,19.736169815063477,
5,6349,,,17.081451416015625,
5,6399,,,18.927322387695312,
5,6449,,,17.275066375732422,
5,6499,,,18.329402923583984,
5,6549,,,17.58289337158203,
5,6599,,,17.824647903442383,
5,6649,,,19.020668029785156,
5,6699,,,17.39788055419922,
5,6749,,,18.437196731567383,
5,6799,,,18.119760513305664,
5,6849,,,17.30569076538086,
5,6899,,,21.42329978942871,
5,6949,,,17.68297576904297,
5,6999,,,16.7132511138916,
5,7049,,,17.675277709960938,
5,7099,,,17.84752655029297,
5,7149,,,17.627517700195312,
5,7199,,,17.422298431396484,
5,7249,,,17.677507400512695,
5,7299,,,16.69196891784668,
5,7349,,,17.298858642578125,
5,7399,,,16.75309944152832,
5,7449,,,16.482881546020508,
5,7457,6.284012488322333e-05,,,17.32233238220215
5,7457,,17.775876998901367,,
6,7499,,,16.98426055908203,
6,7549,,,17.479455947875977,
6,7599,,,16.529905319213867,
6,7649,,,17.27600860595703,
6,7699,,,16.41242790222168,
6,7749,,,16.278461456298828,
