epoch,step,train_loss_epoch,train_loss_step,valid_loss
0,49,,1.8938237428665161,
0,99,,1.3480838537216187,
0,149,,1.2173978090286255,
0,199,,1.150455117225647,
0,249,,1.1208988428115845,
0,299,,1.0355199575424194,
0,349,,1.0385189056396484,
0,399,,1.0804073810577393,
0,449,,0.905634343624115,
0,499,,0.881915807723999,
0,549,,0.8159596920013428,
0,599,,0.8090017437934875,
0,649,,0.6965780854225159,
0,699,,0.6860016584396362,
0,749,,0.69954514503479,
0,799,,0.6573162078857422,
0,849,,0.6315792202949524,
0,899,,0.6223312020301819,
0,949,,0.5870017409324646,
0,999,,0.59378981590271,
0,1049,,0.5699219107627869,
0,1099,,0.5530926585197449,
0,1149,,0.5640097260475159,
0,1199,,0.5374054908752441,
0,1249,,0.5280237197875977,
0,1299,,0.5033562779426575,
0,1349,,0.5240013599395752,
0,1399,,0.5065768361091614,
0,1449,,0.5218921303749084,
0,1499,,0.48746079206466675,
0,1549,,0.4921586513519287,
0,1599,,0.49465668201446533,
0,1649,,0.44997987151145935,
0,1699,,0.46904894709587097,
0,1749,,0.47591540217399597,
0,1799,,0.458093523979187,
0,1849,,0.45160552859306335,
0,1899,,0.4430810213088989,
0,1949,,0.4435313642024994,
0,1999,,0.4212803542613983,
0,2049,,0.43723064661026,
0,2099,,0.4462106227874756,
0,2149,,0.40266215801239014,
0,2199,,0.4263726472854614,
0,2249,,0.4174610674381256,
0,2299,,0.4262506365776062,
0,2349,,0.4037666618824005,
0,2399,,0.4128682017326355,
0,2449,,0.39072075486183167,
0,2499,,0.41175568103790283,
0,2549,,0.42104583978652954,
0,2599,,0.408831924200058,
0,2649,,0.3911379873752594,
0,2699,,0.3836142122745514,
0,2749,,0.4000580906867981,
0,2799,,0.3848787844181061,
0,2849,,0.38635480403900146,
0,2899,,0.3840925395488739,
0,2949,,0.37355053424835205,
0,2999,,0.3912334740161896,
0,3049,,0.3745024502277374,
0,3099,,0.37604594230651855,
0,3149,,0.37192201614379883,
0,3199,,0.3666376769542694,
0,3249,,0.3713018298149109,
0,3299,,0.3796268105506897,
0,3349,,0.3585800528526306,
0,3399,,0.35793864727020264,
0,3449,,0.3611302077770233,
0,3499,,0.35582688450813293,
0,3549,,0.35120847821235657,
0,3599,,0.3547108769416809,
0,3649,,0.3348444402217865,
0,3699,,0.36385399103164673,
0,3749,,0.345274955034256,
0,3799,,0.3533305823802948,
0,3849,,0.34356582164764404,
0,3899,,0.3645302653312683,
0,3949,,0.3456120193004608,
0,3999,,0.36036068201065063,
0,4049,,0.35396942496299744,
0,4099,,0.345004677772522,
0,4149,,0.3600746989250183,
0,4199,,0.3330988585948944,
0,4249,,0.356435626745224,
0,4299,,0.32542017102241516,
0,4349,,0.33483463525772095,
0,4399,,0.3409171402454376,
0,4449,,0.3510311543941498,
0,4499,,0.33727723360061646,
0,4549,,0.35659709572792053,
0,4599,,0.34533923864364624,
0,4649,,0.33283329010009766,
0,4699,,0.3324891924858093,
0,4749,,0.3515373170375824,
0,4799,,0.32839444279670715,
0,4849,,0.361191987991333,
0,4899,,0.32431620359420776,
0,4949,,0.3437988758087158,
0,4999,,0.3333863317966461,
0,5049,,0.3331225514411926,
0,5099,,0.3190443813800812,
0,5149,,0.32561618089675903,
0,5199,,0.33229583501815796,
0,5249,,0.3254890739917755,
0,5299,,0.33122631907463074,
0,5349,,0.3337293565273285,
0,5399,,0.32758867740631104,
0,5449,,0.32690584659576416,
0,5499,,0.3291592597961426,
0,5549,,0.34971484541893005,
0,5599,,0.30573636293411255,
0,5649,,0.3268446624279022,
0,5699,,0.33349528908729553,
0,5749,,0.29466143250465393,
0,5799,,0.33148616552352905,
0,5849,,0.3088330328464508,
0,5899,,0.3160681426525116,
0,5949,,0.3301708400249481,
0,5999,,0.3028389811515808,
0,6049,,0.29251620173454285,
0,6099,,0.31634920835494995,
0,6149,,0.3365072011947632,
0,6199,,0.3559509515762329,
0,6249,,0.33014345169067383,
0,6299,,0.33108794689178467,
0,6349,,0.3201087415218353,
0,6399,,0.31141161918640137,
0,6449,,0.30664101243019104,
0,6499,,0.31512102484703064,
0,6549,,0.3227613866329193,
0,6599,,0.3240615725517273,
0,6649,,0.32166588306427,
0,6699,,0.3182380497455597,
0,6749,,0.2947472631931305,
