epoch,step,train_loss_epoch,train_loss_step,valid_loss
0,49,,1.1937565803527832,
0,99,,1.1498185396194458,
0,149,,0.9205725789070129,
0,199,,0.7974584698677063,
0,249,,0.6479001045227051,
0,299,,0.5657545328140259,
0,349,,0.5564295649528503,
0,399,,0.5201395750045776,
0,449,,0.5183746814727783,
0,499,,0.5144245624542236,
0,549,,0.47249460220336914,
0,599,,0.4721758961677551,
0,649,,0.4644220769405365,
0,699,,0.4465816020965576,
0,749,,0.4278157651424408,
0,799,,0.42040470242500305,
0,849,,0.4532599449157715,
0,899,,0.41486629843711853,
0,949,,0.39985886216163635,
0,999,,0.39838287234306335,
0,1049,,0.3907293975353241,
0,1099,,0.4003830552101135,
0,1149,,0.37156519293785095,
0,1199,,0.3966371715068817,
0,1249,,0.3698351979255676,
0,1299,,0.3868083357810974,
0,1349,,0.40293896198272705,
0,1399,,0.36768239736557007,
0,1449,,0.37093088030815125,
0,1499,,0.37108340859413147,
0,1549,,0.36311453580856323,
0,1599,,0.3795313239097595,
0,1649,,0.36099371314048767,
0,1699,,0.3576070964336395,
0,1749,,0.3501099646091461,
0,1799,,0.35214826464653015,
0,1849,,0.32924461364746094,
0,1899,,0.34507086873054504,
0,1949,,0.3488112688064575,
0,1999,,0.35584333539009094,
0,2049,,0.3621056377887726,
0,2099,,0.35730114579200745,
0,2149,,0.36559396982192993,
0,2199,,0.36982205510139465,
0,2249,,0.34135526418685913,
0,2299,,0.34585365653038025,
0,2349,,0.3407847285270691,
0,2399,,0.3541155755519867,
0,2449,,0.35954663157463074,
0,2499,,0.32650336623191833,
0,2549,,0.337677001953125,
0,2599,,0.32907500863075256,
0,2649,,0.3417975604534149,
0,2699,,0.36809781193733215,
0,2749,,0.31893786787986755,
0,2799,,0.33268246054649353,
0,2849,,0.33880674839019775,
0,2899,,0.32382258772850037,
0,2949,,0.3280837833881378,
0,2999,,0.32728227972984314,
0,3049,,0.32428303360939026,
0,3099,,0.3340423107147217,
0,3149,,0.33055782318115234,
0,3199,,0.33269333839416504,
0,3249,,0.3325052559375763,
0,3299,,0.33431410789489746,
0,3349,,0.33824753761291504,
0,3399,,0.33891594409942627,
0,3449,,0.3388756513595581,
0,3499,,0.3268004357814789,
0,3549,,0.30962124466896057,
0,3599,,0.3212277889251709,
0,3649,,0.3520722985267639,
0,3699,,0.3148126006126404,
0,3749,,0.330850213766098,
0,3799,,0.3362370729446411,
0,3849,,0.31715673208236694,
0,3899,,0.3336426317691803,
0,3949,,0.3368555009365082,
0,3999,,0.3188510239124298,
0,4049,,0.3118319809436798,
0,4099,,0.34488317370414734,
0,4149,,0.3193759620189667,
0,4199,,0.3280561864376068,
0,4249,,0.32649698853492737,
0,4299,,0.31868332624435425,
0,4349,,0.30264416337013245,
0,4399,,0.313233882188797,
0,4449,,0.31746673583984375,
0,4499,,0.3078691065311432,
0,4549,,0.3176058828830719,
0,4599,,0.3025643229484558,
0,4649,,0.3117581009864807,
0,4699,,0.3200942575931549,
0,4749,,0.315957248210907,
0,4799,,0.31298160552978516,
0,4849,,0.31572580337524414,
0,4899,,0.3087458908557892,
0,4949,,0.31042346358299255,
0,4999,,0.30817580223083496,
0,5049,,0.3026546835899353,
0,5099,,0.32679620385169983,
0,5149,,0.32638436555862427,
0,5199,,0.3029354214668274,
0,5249,,0.2959049940109253,
0,5299,,0.3139027953147888,
0,5349,,0.31085479259490967,
0,5399,,0.30851855874061584,
0,5449,,0.2766232192516327,
0,5499,,0.30751702189445496,
0,5549,,0.3154153823852539,
0,5599,,0.32609573006629944,
0,5649,,0.3039509654045105,
0,5699,,0.29266107082366943,
0,5749,,0.3058018684387207,
0,5799,,0.3072437644004822,
0,5849,,0.29612645506858826,
0,5899,,0.2982969880104065,
