CC(=O)C1CCCC1
c1ccc(-c2ccc(OC3CCCC3)cc2)cc1
Cc1ccccc1-c1ccc(OC2CCCC2)cc1
Cc1ccc(-c2ccc(OC3CCCC3)cc2)cc1
C=COc1ccc(OC2CCCC2)cc1
COc1ccc(OC2CCCC2)cc1
O=COc1ccc(OC2CCCC2)cc1
CC(=O)c1ccc(OC2CCCC2)cc1
O=C(O)c1ccc(OC2CCCC2)cc1
c1cc(C2CCCC2)ccc1OC1CCCC1
c1cc(C2CCCCC2)ccc1OC1CCCC1
CCCc1ccc(OC2CCCC2)cc1
OCc1ccc(OC2CCCC2)cc1
CCCCc1ccc(OC2CCCC2)cc1
CC(C)Cc1ccc(OC2CCCC2)cc1
CCc1ccc(OC2CCCC2)cc1
CC(C)c1ccc(OC2CCCC2)cc1
CCC(C)c1ccc(OC2CCCC2)cc1
CC(C)(C)c1ccc(OC2CCCC2)cc1
CN(C)c1ccc(OC2CCCC2)cc1
C=COc1cccc(-c2ccc(OC3CCCC3)cc2)c1
COc1cccc(-c2ccc(OC3CCCC3)cc2)c1
O=COc1cccc(-c2ccc(OC3CCCC3)cc2)c1
c1ccc(-c2cccc(-c3ccc(OC4CCCC4)cc3)c2)cc1
Cc1ccccc1-c1cccc(-c2ccc(OC3CCCC3)cc2)c1
Cc1ccc(-c2cccc(-c3ccc(OC4CCCC4)cc3)c2)cc1
c1cc(-c2ccc(OC3CCCC3)cc2)cc(C2CCCC2)c1
c1cc(-c2ccc(OC3CCCC3)cc2)cc(C2CCCCC2)c1
CN(C)c1cccc(-c2ccc(OC3CCCC3)cc2)c1
CCCc1cccc(-c2ccc(OC3CCCC3)cc2)c1
OCc1cccc(-c2ccc(OC3CCCC3)cc2)c1
CCCCc1cccc(-c2ccc(OC3CCCC3)cc2)c1
CC(C)Cc1cccc(-c2ccc(OC3CCCC3)cc2)c1
CCc1cccc(-c2ccc(OC3CCCC3)cc2)c1
CC(C)c1cccc(-c2ccc(OC3CCCC3)cc2)c1
CCC(C)c1cccc(-c2ccc(OC3CCCC3)cc2)c1
CC(C)(C)c1cccc(-c2ccc(OC3CCCC3)cc2)c1
CC(=O)c1cccc(-c2ccc(OC3CCCC3)cc2)c1
O=C(O)c1cccc(-c2ccc(OC3CCCC3)cc2)c1
CCCCNc1ccc(OC2CCCC2)cc1
CCC(C)(CC)Nc1ccc(OC2CCCC2)cc1
CCCC(C)Nc1ccc(OC2CCCC2)cc1
CCCNc1ccc(OC2CCCC2)cc1
CCNc1ccc(OC2CCCC2)cc1
CCCCCCNc1ccc(OC2CCCC2)cc1
CC(C)(C)Nc1ccc(OC2CCCC2)cc1
CC(C)CNc1ccc(OC2CCCC2)cc1
CCCCCNc1ccc(OC2CCCC2)cc1
C=CCNc1ccc(OC2CCCC2)cc1
CC(C)Nc1ccc(OC2CCCC2)cc1
CCC(C)Nc1ccc(OC2CCCC2)cc1
CCC(C)CNc1ccc(OC2CCCC2)cc1
c1ccc(Nc2ccc(OC3CCCC3)cc2)cc1
Cc1ccccc1Nc1ccc(OC2CCCC2)cc1
Cc1ccc(Nc2ccc(OC3CCCC3)cc2)cc1
CCC(=O)Nc1ccc(OC2CCCC2)cc1
C=CC(=O)Nc1ccc(OC2CCCC2)cc1
CCCCCCCCCCCCCCCCCC(=O)Nc1ccc(OC2CCCC2)cc1
CC(=O)Nc1ccc(OC2CCCC2)cc1
CCCC(=O)Nc1ccc(OC2CCCC2)cc1
CC(C)C(=O)Nc1ccc(OC2CCCC2)cc1
c1cc(OC2CCCC2)ccc1NC1CCCC1
c1cc(OC2CCCC2)ccc1NC1CCCCC1
CC(c1ccc(OC2CCCC2)cc1)C1CCCC1
CC(c1ccc(OC2CCCC2)cc1)C1CCCCC1
CC(c1ccccc1)c1ccc(OC2CCCC2)cc1
Cc1ccccc1C(C)c1ccc(OC2CCCC2)cc1
Cc1ccc(C(C)c2ccc(OC3CCCC3)cc2)cc1
C=COC(=O)c1ccc(OC2CCCC2)cc1
COC(=O)c1ccc(OC2CCCC2)cc1
O=COC(=O)c1ccc(OC2CCCC2)cc1
CN(C)C(=O)c1ccc(OC2CCCC2)cc1
c1cc(OC2CCCC2)ccc1CC1CCCC1
c1cc(OC2CCCC2)ccc1CC1CCCCC1
c1ccc(Cc2ccc(OC3CCCC3)cc2)cc1
Cc1ccccc1Cc1ccc(OC2CCCC2)cc1
Cc1ccc(Cc2ccc(OC3CCCC3)cc2)cc1
C=COc1ccccc1-c1ccc(OC2CCCC2)cc1
COc1ccccc1-c1ccc(OC2CCCC2)cc1
O=COc1ccccc1-c1ccc(OC2CCCC2)cc1
c1ccc(-c2ccccc2-c2ccc(OC3CCCC3)cc2)cc1
Cc1ccccc1-c1ccccc1-c1ccc(OC2CCCC2)cc1
Cc1ccc(-c2ccccc2-c2ccc(OC3CCCC3)cc2)cc1
c1ccc(C2CCCC2)c(-c2ccc(OC3CCCC3)cc2)c1
c1ccc(C2CCCCC2)c(-c2ccc(OC3CCCC3)cc2)c1
CN(C)c1ccccc1-c1ccc(OC2CCCC2)cc1
CCCc1ccccc1-c1ccc(OC2CCCC2)cc1
OCc1ccccc1-c1ccc(OC2CCCC2)cc1
CCCCc1ccccc1-c1ccc(OC2CCCC2)cc1
CC(C)Cc1ccccc1-c1ccc(OC2CCCC2)cc1
CCc1ccccc1-c1ccc(OC2CCCC2)cc1
CC(C)c1ccccc1-c1ccc(OC2CCCC2)cc1
CCC(C)c1ccccc1-c1ccc(OC2CCCC2)cc1
CC(C)(C)c1ccccc1-c1ccc(OC2CCCC2)cc1
CC(=O)c1ccccc1-c1ccc(OC2CCCC2)cc1
O=C(O)c1ccccc1-c1ccc(OC2CCCC2)cc1
CN(C)Cc1ccc(OC2CCCC2)cc1
C=COCc1ccc(OC2CCCC2)cc1
COCc1ccc(OC2CCCC2)cc1
O=COCc1ccc(OC2CCCC2)cc1
C=COc1ccc(-c2ccc(OC3CCCC3)cc2)cc1
COc1ccc(-c2ccc(OC3CCCC3)cc2)cc1
O=COc1ccc(-c2ccc(OC3CCCC3)cc2)cc1
c1ccc(-c2ccc(-c3ccc(OC4CCCC4)cc3)cc2)cc1
Cc1ccccc1-c1ccc(-c2ccc(OC3CCCC3)cc2)cc1
Cc1ccc(-c2ccc(-c3ccc(OC4CCCC4)cc3)cc2)cc1
c1cc(-c2ccc(C3CCCC3)cc2)ccc1OC1CCCC1
c1cc(-c2ccc(C3CCCCC3)cc2)ccc1OC1CCCC1
CN(C)c1ccc(-c2ccc(OC3CCCC3)cc2)cc1
CCCc1ccc(-c2ccc(OC3CCCC3)cc2)cc1
OCc1ccc(-c2ccc(OC3CCCC3)cc2)cc1
CCCCc1ccc(-c2ccc(OC3CCCC3)cc2)cc1
CC(C)Cc1ccc(-c2ccc(OC3CCCC3)cc2)cc1
CCc1ccc(-c2ccc(OC3CCCC3)cc2)cc1
CC(C)c1ccc(-c2ccc(OC3CCCC3)cc2)cc1
CCC(C)c1ccc(-c2ccc(OC3CCCC3)cc2)cc1
CC(C)(C)c1ccc(-c2ccc(OC3CCCC3)cc2)cc1
CC(=O)c1ccc(-c2ccc(OC3CCCC3)cc2)cc1
O=C(O)c1ccc(-c2ccc(OC3CCCC3)cc2)cc1
c1cc(OC2CCCC2)ccc1CCC1CCCC1
c1cc(OC2CCCC2)ccc1CCC1CCCCC1
c1ccc(CCc2ccc(OC3CCCC3)cc2)cc1
Cc1ccccc1CCc1ccc(OC2CCCC2)cc1
Cc1ccc(CCc2ccc(OC3CCCC3)cc2)cc1
c1ccc(Oc2ccc(OC3CCCC3)cc2)cc1
Cc1ccccc1Oc1ccc(OC2CCCC2)cc1
Cc1ccc(Oc2ccc(OC3CCCC3)cc2)cc1
CCC(=O)Oc1ccc(OC2CCCC2)cc1
C=CC(=O)Oc1ccc(OC2CCCC2)cc1
CCCCCCCCCCCCCCCCCC(=O)Oc1ccc(OC2CCCC2)cc1
CC(=O)Oc1ccc(OC2CCCC2)cc1
CCCC(=O)Oc1ccc(OC2CCCC2)cc1
CC(C)C(=O)Oc1ccc(OC2CCCC2)cc1
c1cc(OC2CCCC2)ccc1OC1CCCC1
c1cc(OC2CCCC2)ccc1OC1CCCCC1
CCCCOc1ccc(OC2CCCC2)cc1
CCC(C)(CC)Oc1ccc(OC2CCCC2)cc1
CCCC(C)Oc1ccc(OC2CCCC2)cc1
CCCOc1ccc(OC2CCCC2)cc1
CCOc1ccc(OC2CCCC2)cc1
CCCCCCOc1ccc(OC2CCCC2)cc1
CC(C)(C)Oc1ccc(OC2CCCC2)cc1
CC(C)COc1ccc(OC2CCCC2)cc1
CCCCCOc1ccc(OC2CCCC2)cc1
C=CCOc1ccc(OC2CCCC2)cc1
CC(C)Oc1ccc(OC2CCCC2)cc1
CCC(C)Oc1ccc(OC2CCCC2)cc1
CCC(C)COc1ccc(OC2CCCC2)cc1
C1CCC(COC2CCCC2)C1
C1CCC(COC2CCCC2)CC1
c1ccc(COC2CCCC2)cc1
Cc1ccccc1COC1CCCC1
Cc1ccc(COC2CCCC2)cc1
CC(=O)c1cccc(COC2CCCC2)c1
O=C(O)c1cccc(COC2CCCC2)c1
c1cc(COC2CCCC2)cc(C2CCCC2)c1
c1cc(COC2CCCC2)cc(C2CCCCC2)c1
CN(C)c1cccc(COC2CCCC2)c1
C=COc1cccc(COC2CCCC2)c1
COc1cccc(COC2CCCC2)c1
O=COc1cccc(COC2CCCC2)c1
c1ccc(-c2cccc(COC3CCCC3)c2)cc1
Cc1ccccc1-c1cccc(COC2CCCC2)c1
Cc1ccc(-c2cccc(COC3CCCC3)c2)cc1
CCCc1cccc(COC2CCCC2)c1
OCc1cccc(COC2CCCC2)c1
CCCCc1cccc(COC2CCCC2)c1
CC(C)Cc1cccc(COC2CCCC2)c1
CCc1cccc(COC2CCCC2)c1
CC(C)c1cccc(COC2CCCC2)c1
CCC(C)c1cccc(COC2CCCC2)c1
CC(C)(C)c1cccc(COC2CCCC2)c1
CC(=O)c1ccc(COC2CCCC2)cc1
O=C(O)c1ccc(COC2CCCC2)cc1
c1cc(C2CCCC2)ccc1COC1CCCC1
c1cc(C2CCCCC2)ccc1COC1CCCC1
CN(C)c1ccc(COC2CCCC2)cc1
C=COc1ccc(COC2CCCC2)cc1
COc1ccc(COC2CCCC2)cc1
O=COc1ccc(COC2CCCC2)cc1
c1ccc(-c2ccc(COC3CCCC3)cc2)cc1
Cc1ccccc1-c1ccc(COC2CCCC2)cc1
Cc1ccc(-c2ccc(COC3CCCC3)cc2)cc1
CCCc1ccc(COC2CCCC2)cc1
OCc1ccc(COC2CCCC2)cc1
CCCCc1ccc(COC2CCCC2)cc1
CC(C)Cc1ccc(COC2CCCC2)cc1
CCc1ccc(COC2CCCC2)cc1
CC(C)c1ccc(COC2CCCC2)cc1
CCC(C)c1ccc(COC2CCCC2)cc1
CC(C)(C)c1ccc(COC2CCCC2)cc1
CC(=O)c1ccccc1COC1CCCC1
O=C(O)c1ccccc1COC1CCCC1
c1ccc(C2CCCC2)c(COC2CCCC2)c1
c1ccc(C2CCCCC2)c(COC2CCCC2)c1
CN(C)c1ccccc1COC1CCCC1
C=COc1ccccc1COC1CCCC1
COc1ccccc1COC1CCCC1
O=COc1ccccc1COC1CCCC1
c1ccc(-c2ccccc2COC2CCCC2)cc1
Cc1ccccc1-c1ccccc1COC1CCCC1
Cc1ccc(-c2ccccc2COC2CCCC2)cc1
CCCc1ccccc1COC1CCCC1
OCc1ccccc1COC1CCCC1
CCCCc1ccccc1COC1CCCC1
CC(C)Cc1ccccc1COC1CCCC1
CCc1ccccc1COC1CCCC1
CC(C)c1ccccc1COC1CCCC1
CCC(C)c1ccccc1COC1CCCC1
CC(C)(C)c1ccccc1COC1CCCC1
c1ccc(-c2ccccc2OC2CCCC2)cc1
Cc1ccccc1-c1ccccc1OC1CCCC1
Cc1ccc(-c2ccccc2OC2CCCC2)cc1
C=COc1ccccc1OC1CCCC1
COc1ccccc1OC1CCCC1
O=COc1ccccc1OC1CCCC1
CC(=O)c1ccccc1OC1CCCC1
O=C(O)c1ccccc1OC1CCCC1
c1ccc(C2CCCC2)c(OC2CCCC2)c1
c1ccc(C2CCCCC2)c(OC2CCCC2)c1
CCCc1ccccc1OC1CCCC1
OCc1ccccc1OC1CCCC1
CCCCc1ccccc1OC1CCCC1
CC(C)Cc1ccccc1OC1CCCC1
CCc1ccccc1OC1CCCC1
CC(C)c1ccccc1OC1CCCC1
CCC(C)c1ccccc1OC1CCCC1
CC(C)(C)c1ccccc1OC1CCCC1
CN(C)c1ccccc1OC1CCCC1
c1ccc(OC2CCCC2)c(OC2CCCC2)c1
c1ccc(OC2CCCC2)c(OC2CCCCC2)c1
c1ccc(Oc2ccccc2OC2CCCC2)cc1
Cc1ccccc1Oc1ccccc1OC1CCCC1
Cc1ccc(Oc2ccccc2OC2CCCC2)cc1
CCC(=O)Oc1ccccc1OC1CCCC1
C=CC(=O)Oc1ccccc1OC1CCCC1
CCCCCCCCCCCCCCCCCC(=O)Oc1ccccc1OC1CCCC1
CC(=O)Oc1ccccc1OC1CCCC1
CCCC(=O)Oc1ccccc1OC1CCCC1
CC(C)C(=O)Oc1ccccc1OC1CCCC1
CCCCOc1ccccc1OC1CCCC1
CCC(C)(CC)Oc1ccccc1OC1CCCC1
CCCC(C)Oc1ccccc1OC1CCCC1
CCCOc1ccccc1OC1CCCC1
CCOc1ccccc1OC1CCCC1
CCCCCCOc1ccccc1OC1CCCC1
CC(C)(C)Oc1ccccc1OC1CCCC1
CC(C)COc1ccccc1OC1CCCC1
CCCCCOc1ccccc1OC1CCCC1
C=CCOc1ccccc1OC1CCCC1
CC(C)Oc1ccccc1OC1CCCC1
CCC(C)Oc1ccccc1OC1CCCC1
CCC(C)COc1ccccc1OC1CCCC1
CC(c1ccccc1OC1CCCC1)C1CCCC1
CC(c1ccccc1OC1CCCC1)C1CCCCC1
CC(c1ccccc1)c1ccccc1OC1CCCC1
Cc1ccccc1C(C)c1ccccc1OC1CCCC1
Cc1ccc(C(C)c2ccccc2OC2CCCC2)cc1
c1ccc(OC2CCCC2)c(CC2CCCC2)c1
c1ccc(OC2CCCC2)c(CC2CCCCC2)c1
c1ccc(Cc2ccccc2OC2CCCC2)cc1
Cc1ccccc1Cc1ccccc1OC1CCCC1
Cc1ccc(Cc2ccccc2OC2CCCC2)cc1
CN(C)C(=O)c1ccccc1OC1CCCC1
C=COC(=O)c1ccccc1OC1CCCC1
COC(=O)c1ccccc1OC1CCCC1
O=COC(=O)c1ccccc1OC1CCCC1
C=COc1ccccc1-c1ccccc1OC1CCCC1
COc1ccccc1-c1ccccc1OC1CCCC1
O=COc1ccccc1-c1ccccc1OC1CCCC1
CC(=O)c1ccccc1-c1ccccc1OC1CCCC1
O=C(O)c1ccccc1-c1ccccc1OC1CCCC1
CCCc1ccccc1-c1ccccc1OC1CCCC1
OCc1ccccc1-c1ccccc1OC1CCCC1
CCCCc1ccccc1-c1ccccc1OC1CCCC1
CC(C)Cc1ccccc1-c1ccccc1OC1CCCC1
CCc1ccccc1-c1ccccc1OC1CCCC1
CC(C)c1ccccc1-c1ccccc1OC1CCCC1
CCC(C)c1ccccc1-c1ccccc1OC1CCCC1
CC(C)(C)c1ccccc1-c1ccccc1OC1CCCC1
c1ccc(-c2ccccc2-c2ccccc2OC2CCCC2)cc1
Cc1ccccc1-c1ccccc1-c1ccccc1OC1CCCC1
Cc1ccc(-c2ccccc2-c2ccccc2OC2CCCC2)cc1
c1ccc(-c2ccccc2C2CCCC2)c(OC2CCCC2)c1
c1ccc(-c2ccccc2C2CCCCC2)c(OC2CCCC2)c1
CN(C)c1ccccc1-c1ccccc1OC1CCCC1
CCC(=O)Nc1ccccc1OC1CCCC1
C=CC(=O)Nc1ccccc1OC1CCCC1
CCCCCCCCCCCCCCCCCC(=O)Nc1ccccc1OC1CCCC1
CC(=O)Nc1ccccc1OC1CCCC1
CCCC(=O)Nc1ccccc1OC1CCCC1
CC(C)C(=O)Nc1ccccc1OC1CCCC1
CCCCNc1ccccc1OC1CCCC1
CCC(C)(CC)Nc1ccccc1OC1CCCC1
CCCC(C)Nc1ccccc1OC1CCCC1
CCCNc1ccccc1OC1CCCC1
CCNc1ccccc1OC1CCCC1
CCCCCCNc1ccccc1OC1CCCC1
CC(C)(C)Nc1ccccc1OC1CCCC1
CC(C)CNc1ccccc1OC1CCCC1
CCCCCNc1ccccc1OC1CCCC1
C=CCNc1ccccc1OC1CCCC1
CC(C)Nc1ccccc1OC1CCCC1
CCC(C)Nc1ccccc1OC1CCCC1
CCC(C)CNc1ccccc1OC1CCCC1
c1ccc(Nc2ccccc2OC2CCCC2)cc1
Cc1ccccc1Nc1ccccc1OC1CCCC1
Cc1ccc(Nc2ccccc2OC2CCCC2)cc1
c1ccc(OC2CCCC2)c(NC2CCCC2)c1
c1ccc(OC2CCCC2)c(NC2CCCCC2)c1
C=COc1ccc(-c2ccccc2OC2CCCC2)cc1
COc1ccc(-c2ccccc2OC2CCCC2)cc1
O=COc1ccc(-c2ccccc2OC2CCCC2)cc1
CC(=O)c1ccc(-c2ccccc2OC2CCCC2)cc1
O=C(O)c1ccc(-c2ccccc2OC2CCCC2)cc1
CCCc1ccc(-c2ccccc2OC2CCCC2)cc1
OCc1ccc(-c2ccccc2OC2CCCC2)cc1
CCCCc1ccc(-c2ccccc2OC2CCCC2)cc1
CC(C)Cc1ccc(-c2ccccc2OC2CCCC2)cc1
CCc1ccc(-c2ccccc2OC2CCCC2)cc1
CC(C)c1ccc(-c2ccccc2OC2CCCC2)cc1
CCC(C)c1ccc(-c2ccccc2OC2CCCC2)cc1
CC(C)(C)c1ccc(-c2ccccc2OC2CCCC2)cc1
c1ccc(-c2ccc(-c3ccccc3OC3CCCC3)cc2)cc1
Cc1ccccc1-c1ccc(-c2ccccc2OC2CCCC2)cc1
Cc1ccc(-c2ccc(-c3ccccc3OC3CCCC3)cc2)cc1
c1ccc(-c2ccc(C3CCCC3)cc2)c(OC2CCCC2)c1
c1ccc(-c2ccc(C3CCCCC3)cc2)c(OC2CCCC2)c1
CN(C)c1ccc(-c2ccccc2OC2CCCC2)cc1
c1ccc(OC2CCCC2)c(CCC2CCCC2)c1
c1ccc(OC2CCCC2)c(CCC2CCCCC2)c1
c1ccc(CCc2ccccc2OC2CCCC2)cc1
Cc1ccccc1CCc1ccccc1OC1CCCC1
Cc1ccc(CCc2ccccc2OC2CCCC2)cc1
C=COc1cccc(-c2ccccc2OC2CCCC2)c1
COc1cccc(-c2ccccc2OC2CCCC2)c1
O=COc1cccc(-c2ccccc2OC2CCCC2)c1
CC(=O)c1cccc(-c2ccccc2OC2CCCC2)c1
O=C(O)c1cccc(-c2ccccc2OC2CCCC2)c1
CCCc1cccc(-c2ccccc2OC2CCCC2)c1
OCc1cccc(-c2ccccc2OC2CCCC2)c1
CCCCc1cccc(-c2ccccc2OC2CCCC2)c1
CC(C)Cc1cccc(-c2ccccc2OC2CCCC2)c1
CCc1cccc(-c2ccccc2OC2CCCC2)c1
CC(C)c1cccc(-c2ccccc2OC2CCCC2)c1
CCC(C)c1cccc(-c2ccccc2OC2CCCC2)c1
CC(C)(C)c1cccc(-c2ccccc2OC2CCCC2)c1
c1ccc(-c2cccc(-c3ccccc3OC3CCCC3)c2)cc1
Cc1ccccc1-c1cccc(-c2ccccc2OC2CCCC2)c1
Cc1ccc(-c2cccc(-c3ccccc3OC3CCCC3)c2)cc1
